SG_UE	NM_UE	CD_CARGO	DS_CARGO	SQ_CANDIDATO	NR_CANDIDATO	NM_CANDIDATO	NM_URNA_CANDIDATO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	44555	CAROLINA FARIAS ALMEIDA GOMES	CAROL GOMES
19291	BAÍA DA TRAIÇÃO	13	VEREADOR	1,50002E+11	77222	ASTRO LUIZ FERNANDES	PROFESSOR ASTRO FERNANDES
20931	MONTE HOREBE	13	VEREADOR	1,50002E+11	40456	EDIGLEY CARDOSO FERREIRA	EDGLEY DE FRANCISQUINHA
20877	MATARACA	13	VEREADOR	1,50002E+11	10666	JOSÉ HIURY BATISTA DE LIMA	HIURY DO TAEPE
20915	MONTADAS	13	VEREADOR	1,50002E+11	11789	CICERO LIBERATO DA SILVA	TITO
19747	PEDRO RÉGIS	13	VEREADOR	1,50002E+11	44444	JONAS GONÇALVES DA SILVA	JONAS
21113	OLIVEDOS	11	PREFEITO	1,50002E+11	20	ELMA LIGIA SILVA CAVALCANTE	LIGIA
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	40123	ROSELANIO LOPES DE SOUZA	ROSELANIO LOPES
19933	CONDE	13	VEREADOR	1,50002E+11	50456	LUIZ CARLOS DA SILVA	KENNO
19399	BELÉM	13	VEREADOR	1,50002E+11	40345	MARIA PESSOA DA SILVA	MARIA PESSOA
21598	RIO TINTO	13	VEREADOR	1,50002E+11	10456	ALEX COSTA GENUINO	ALEX COSTA
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	15369	CLODOALDO FERNANDES DA SILVA	CLODO DA OFICINA
20397	ITABAIANA	13	VEREADOR	1,50002E+11	40111	SAMARA DE BRITO MARINHO	SAMARA MARINHO
22411	UMBUZEIRO	13	VEREADOR	1,50002E+11	15000	JOSÉ RONALDO RAMOS DE OLIVEIRA	RONINHA DE ZÉ RAMOS
20230	FAGUNDES	13	VEREADOR	1,50002E+11	11333	RODRIGO PEREIRA GOMES	RODRIGO GOMES
21318	PILAR	13	VEREADOR	1,50002E+11	13111	JOSÉ COSMO DE SOUZA JUNIOR	COSMINHO
20672	LAGOA SECA	13	VEREADOR	1,50002E+11	44123	CARLOS CÉSAR GUIMARÀES COSTA	CÉSAR DE ARMANDO
20893	MOGEIRO	13	VEREADOR	1,50002E+11	10888	CYNARA CRISTINA ALVES TRAVASSOS	CYNARA DE BIRA
19348	ZABELÊ	13	VEREADOR	1,50002E+11	11777	NARYELSON MAX TEIXEIRA NEVES	NARYELSON NEVES
21016	NAZAREZINHO	11	PREFEITO	1,50002E+11	15	FRANCISCO DO VALE DE SOUSA	CHIQUINHO DE BARROSO
19950	CONGO	11	PREFEITO	1,50002E+11	40	JOAQUIM QUIRINO DA SILVA JUNIOR	JUNIOR QUIRINO
22217	SOLÂNEA	12	VICE-PREFEITO	1,50002E+11	11	ANTONIO COELHO DE SOUSA JUNIOR	JUNIOR
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	20234	CYBELLE ARRUDA NAVARRO SILVA	CYBELLE NAVARRO
21970	SÃO JOSÉ DOS CORDEIROS	13	VEREADOR	1,50002E+11	40222	RAIMUNDO ALBERTINO DE MOURA	RAIMUNDO MOURA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	55100	BEATRIZ FERREIRA DE VASCONCELOS	BEATRIZ
20397	ITABAIANA	13	VEREADOR	1,50002E+11	13777	MARIA CRISTIANE XAVIER ANDRADE	CRISTIANE VILLENA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	12456	FRANCISCO JOSÉ SILVA DAS CHAGAS	FRANCISCO JOSÉ
19895	CONCEIÇÃO	13	VEREADOR	1,50002E+11	77888	JUSSIÊ LOPES DE LACERDA	DR JUSSIÊ
21350	PILÕEZINHOS	12	VICE-PREFEITO	1,50002E+11	15	FRANCISCO ROBERTO BARBOSA DE LIMA	BETO BARBOSA
20915	MONTADAS	13	VEREADOR	1,50002E+11	11666	MARIA DAS DORES DOS SANTOS SILVA	PINA
21750	SANTA RITA	13	VEREADOR	1,50002E+11	27789	REGINALDO PONTES	REGINALDO DA PADARIA
20419	ITAPORANGA	13	VEREADOR	1,50002E+11	40333	JOSEANE GONÇALVES DE BRITO	JOSA BRITO
22179	SERRA REDONDA	13	VEREADOR	1,50002E+11	10000	ANSELMO TAVARES DE PONTES	ANSELMO
20672	LAGOA SECA	13	VEREADOR	1,50002E+11	44999	YURI DARLISSON BRASILEIRO COSTA	YURI DO CONSELHO
21172	PATOS	13	VEREADOR	1,50002E+11	18444	CLEDINEIDE DANTAS DE SOUSA	CLEDINEIDE DO DIEGO DANTAS
22390	UIRAÚNA	13	VEREADOR	1,50002E+11	13777	JOCILAN DE ANDRADE	JOCILAN DE MARIA DAS DORES
19712	CACIMBA DE DENTRO	13	VEREADOR	1,50002E+11	13444	REGINA SILVANA SATURNINO FREITAS	PROFESSORA SILVANA
19089	CUITÉ DE MAMANGUAPE	13	VEREADOR	1,50002E+11	12225	JOSÉ ADALBERTO DA SILVA	BETO DO ARROZ
19259	AROEIRAS	13	VEREADOR	1,50002E+11	15777	ITAMAR FIRMINO DE NORMANDO	ITAMAR DE IRAN
19666	JOCA CLAUDINO	13	VEREADOR	1,50002E+11	12666	MATILDE DAS GRAÇAS NASCIMENTO COSTA	MOCINHA
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	77100	MARIA LUISA BELARMINO DA SILVA	LUISA DA PESCA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	50500	ALEXANDRE SOARES DE MELO	ALEXANDRE SOARES
19925	ALGODÃO DE JANDAÍRA	13	VEREADOR	1,50002E+11	40789	JOSÉ ARMANDO DOS SANTOS	ARMANDO DA SERRA
20451	ITATUBA	13	VEREADOR	1,50002E+11	44123	ACACIO GUSTAVO LOURENÇO SIMPLICIO	ACACIO DE PAÍA
19011	ÁGUA BRANCA	13	VEREADOR	1,50002E+11	11222	RUBENS ELIAS PEREIRA	RUBENS DO HOSPITAL
20770	MALTA	11	PREFEITO	1,50002E+11	12	NIVAILDA DE CARVALHO MEDEIROS	NIVAILDA
19291	BAÍA DA TRAIÇÃO	13	VEREADOR	1,50002E+11	10123	JOSE RONALDO FERNANDES CHAVES	RONALDO DO MEL
20036	CUITÉ	13	VEREADOR	1,50002E+11	10220	EDUARDO ALBERYS DA SILVA ALVES	ALBERYS ALVES
19658	CABEDELO	13	VEREADOR	1,50002E+11	77999	JOSE BATISTA DA SILVA	BATISTA DA PRAIA
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	10123	MENACY TAVARES DA SILVA BEZERRA	MENACY
22250	SOUSA	13	VEREADOR	1,50002E+11	55321	JOILSON ARAÚJO DOS SANTOS	BATATA DO PÃO NA MESA
22314	TAPEROÁ	13	VEREADOR	1,50002E+11	18222	ADRIANO NOBREGA EPAMINONDAS	ADRIANO NÓBREGA
19682	TENÓRIO	13	VEREADOR	1,50002E+11	15000	MANOEL GREGORIO DANTAS NETO	PEQUENO
22071	SAPÉ	13	VEREADOR	1,50002E+11	11777	JOSE GIOVANNI DE MEDEIROS GOMES	GIOVANNI
20613	JURU	13	VEREADOR	1,50002E+11	10888	VINÍCIUS PESSOA BATISTA DOS SANTOS	VINÍCIUS PESSOA
19739	CAIÇARA	13	VEREADOR	1,50002E+11	15123	IZETE XAVIER DE ARAUJO	NINHA DE LADSON
19801	CATURITÉ	13	VEREADOR	1,50002E+11	11000	KLEVERTON VICTOR MUNIZ DE BRITO LIRA	KÉKA BRITO
21598	RIO TINTO	11	PREFEITO	1,50002E+11	11	MAGNA CELI FERNANDES GERBASI	MAGNA GERBASI
19216	AREIA	13	VEREADOR	1,50002E+11	13123	FRANCISCO DE ARAUJO SANTOS	ARAÚJO
19291	BAÍA DA TRAIÇÃO	13	VEREADOR	1,50002E+11	55888	TIURÉ VICTOR FERNANDES	TIURÉ
20010	CUBATI	13	VEREADOR	1,50002E+11	12333	ALEXANDRO DE SOUTO LIMA	ALEX DE LOURO
22098	SÃO VICENTE DO SERIDÓ	13	VEREADOR	1,50002E+11	44777	JOÃO SOUTO DOS SANTOS	JOÃO DE JOSIAS
21113	OLIVEDOS	13	VEREADOR	1,50002E+11	15111	JAILTON PEREIRA OLIVEIRA	JAILTON DE ZÉ DE VÓ
20877	MATARACA	13	VEREADOR	1,50002E+11	40111	VALMIR ALVES DA SILVA	VALMIR DE GUIDINHA
19542	SÃO JOSÉ DO BREJO DO CRUZ	13	VEREADOR	1,50002E+11	11222	MARCONI AURELIO SARAIVA	MARCONE SARAIVA
21997	SÃO MAMEDE	13	VEREADOR	1,50002E+11	44789	NEOCLECIO BATISTA DE ANDRADE	NEOCLÉCIO
19933	CONDE	13	VEREADOR	1,50002E+11	10555	WENDELL LUIS PESSOA BEZERRA	WENDELL PESSOA
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	70456	FRANCISCO QUEIROZ	DIEGO BATERA
19216	AREIA	12	VICE-PREFEITO	1,50002E+11	40	MONALISA VALESCA SOARES DE FARIAS GUERRA	MONALISA
21695	SANTA LUZIA	13	VEREADOR	1,50002E+11	15456	JOSÉ NERIS DE SOUZA SANTOS	NERINHO
19950	CONGO	13	VEREADOR	1,50002E+11	22345	MARINES DA SILVA QUIRINO	MARINÊS
22411	UMBUZEIRO	13	VEREADOR	1,50002E+11	40111	HELIO PEREIRA DE SALES	HELIO SALES
20737	LUCENA	13	VEREADOR	1,50002E+11	40125	JOSEFA MARIA DA CONCEIÇÃO	ZEFINHA DO PERFUME
21393	PITIMBU	13	VEREADOR	1,50002E+11	77777	LUCICLEIDE RODRIGUES DOS SANTOS	KEU DO POVÃO
19852	CATINGUEIRA	13	VEREADOR	1,50002E+11	15333	SEBASTIÃO CAMBOIM DE SOUZA	TIÃO ZUZA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	18999	MARILUZIA PEREIRA DE SOUZA	MARILÚZIA SOUZA
21296	PICUÍ	13	VEREADOR	1,50002E+11	11555	YONA DE LIMA VASCONCELOS	YONA
21911	SÃO JOSÉ DE PIRANHAS	13	VEREADOR	1,50002E+11	11666	RICARDO FERREIRA CARDOZO	RICARDO DAS ÁGUAS
19739	CAIÇARA	13	VEREADOR	1,50002E+11	20222	RAIMUNDO DANTAS JUNIOR BEZERRA	JUNINHO DANTAS
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	12797	ALBANITA ALMEIDA TOMAZ	TIA ALBA
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	20337	ERMIONE DE ABREU MOREIRA	ERMIONE DE ABREU
20931	MONTE HOREBE	13	VEREADOR	1,50002E+11	15555	MIRTES CAVALCANTI PALITOT	MIRTES
20834	MARI	13	VEREADOR	1,50002E+11	40789	VANIA SILVA DE SOUZA	VANIA DE ZÚ
20770	MALTA	13	VEREADOR	1,50002E+11	12444	MAURICIO DE SOUSA SILVA	MAURICIO
19437	BOA VENTURA	13	VEREADOR	1,50002E+11	40000	JOSEFA ZENEIDE NICOLAU DOS SANTOS	ZINEIDE NICOLAU
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	11567	JOSENILDO RODRIGUES DE BRITO	NIL CANTOR 
20958	MONTEIRO	13	VEREADOR	1,50002E+11	10444	MARIA ANDRÉIA FERREIRA ARAÚJO	ANDRÉIA DAS CUPIRAS
19682	TENÓRIO	13	VEREADOR	1,50002E+11	44123	ADILSON CESAR MODESTO CONSERVA	ADILSON CONSERVA
19313	BANANEIRAS	13	VEREADOR	1,50002E+11	40888	JOSE MARCELO BEZERRA DA SILVA	MARCELO BEZERRA
19216	AREIA	13	VEREADOR	1,50002E+11	40000	PAULO CESAR RODRIGUES DA SILVA	PAULINHO DE BATISTA
21393	PITIMBU	13	VEREADOR	1,50002E+11	77888	JARDEL GUEDES BARROS DOS SANTOS	JARDEL DE FUBA
20796	MAMANGUAPE	11	PREFEITO	1,50002E+11	40	JOAQUIM FERNANDES DE OLIVEIRA NETO	JOAQUIM
20931	MONTE HOREBE	13	VEREADOR	1,50002E+11	15123	MÁRCIO JOSÉ NOGUEIRA	CABO SULA
20230	FAGUNDES	13	VEREADOR	1,50002E+11	11456	LEANDRO SALES PEREIRA	LEANDRO SALES
19160	LOGRADOURO	13	VEREADOR	1,50002E+11	44113	DINALDO FREIRE DE LEMOS	NALDO DE DALVINA
22250	SOUSA	13	VEREADOR	1,50002E+11	55333	ROBERTO FREIRE DE SOUSA	ROBERTO FREIRE
22039	SÃO SEBASTIÃO DE LAGOA DE ROÇA	13	VEREADOR	1,50002E+11	11333	CRISTIANO DOS SANTOS COSTA	CRISTIANO MOTO TAXI
20834	MARI	13	VEREADOR	1,50002E+11	22444	JOCÉLIO FLORINDO BATISTA	PROFESSOR JOCÉLIO
20591	JURIPIRANGA	13	VEREADOR	1,50002E+11	40123	JOSE KLEYTON DA SILVA	KLEYTON BAR
19313	BANANEIRAS	11	PREFEITO	1,50002E+11	40	MATHEUS DE MELO BEZERRA CAVALCANTI	MATHEUS BEZERRA
19399	BELÉM	13	VEREADOR	1,50002E+11	40222	MARIA DAS GRAÇAS DE LIRA SANTOS	GRAÇA DE JUVINO
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	27999	ROSIVALTE SOUSA DA ROCHA	PEZÃO DO VALENTINA
19992	CRUZ DO ESPÍRITO SANTO	13	VEREADOR	1,50002E+11	13313	JOSÉ GOMES DA SILVA	DUDA PEDREIRO
21652	SANTA CRUZ	13	VEREADOR	1,50002E+11	44445	FILOMENA DE LIMA SILVA	LENA DE SÃO PEDRO
19933	CONDE	13	VEREADOR	1,50002E+11	45145	MARIA JANIELLE DE SOUZA SILVA	JANY DO CONDE
20737	LUCENA	13	VEREADOR	1,50002E+11	44123	CLAUDIO JANE ROSADO DE OLIVEIRA	CLAUDIO DAS TINTAS 
20931	MONTE HOREBE	12	VICE-PREFEITO	1,50002E+11	40	HIONARA SARAIVA DE MIRANDA	HIONARA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	13555	MARCOS ANTONIO FREITAS DE ARAUJO	MARQUINHOS NOSSA VOZ
20958	MONTEIRO	11	PREFEITO	1,50002E+11	10	EDNACE ALVES SILVESTRE HENRIQUE	EDNA HENRIQUE
19232	AREIAL	13	VEREADOR	1,50002E+11	45789	SEBASTIAO DOMINGOS DOS SANTOS	BASTINHO
21717	SANTANA DE MANGUEIRA	13	VEREADOR	1,50002E+11	40888	KALIEL INÁCIO DA SILVA	KALIEL INÁCIO
19194	ARARUNA	13	VEREADOR	1,50002E+11	15345	MARIA DE LOURDES SOLANO DE MACEDO	LURDINHA ODON
21717	SANTANA DE MANGUEIRA	12	VICE-PREFEITO	1,50002E+11	44	SEBASTIÃO SALUSTIANO DE SOUSA	BASTIÃO DE SALÚ
20117	VISTA SERRANA	13	VEREADOR	1,50002E+11	40111	MARIA DE OLIVEIRA BENVINDO	MARIQUINHA DO SACO
19461	MARIZÓPOLIS	13	VEREADOR	1,50002E+11	40666	FABIO JUNIOR ALVES DE ANDRADE	FABIO DE NEGO CHICO
22314	TAPEROÁ	13	VEREADOR	1,50002E+11	12327	MARIA DO LIVRAMENTO SANTOS BARBOSA	MARIA DO LIVRAMENTO
20273	GUARABIRA	13	VEREADOR	1,50002E+11	22555	ELIAS ASFORA FILHO	ELIAS ASFORA
20591	JURIPIRANGA	13	VEREADOR	1,50002E+11	10000	ROBERTO OLIVEIRA DA COSTA JUNIOR	JUNIOR DE BETINHO
19003	RIACHÃO DO POÇO	13	VEREADOR	1,50002E+11	15000	JOSE VENICIO SA SANTANA	VENICIUS ESPIGA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	40013	WILSON DE SOUSA MELO	PROFESSOR WILSON MELO
19305	BARAÚNA	13	VEREADOR	1,50002E+11	10888	FRANCISCO LIMA DA SILVA	TICO CAJUEIRO
20877	MATARACA	13	VEREADOR	1,50002E+11	20123	ANTONIO PEREIRA DE AVELAR	POSTE
21954	SÃO JOSÉ DO SABUGI	13	VEREADOR	1,50002E+11	15678	TELMA REGINA DOS SANTOS QUEIROZ	TELMA
19119	ALHANDRA	13	VEREADOR	1,50002E+11	11000	EDNALDO DA SILVA CABRAL	IRMÃO DADO
21636	SALGADO DE SÃO FÉLIX	13	VEREADOR	1,50002E+11	10222	EDVALDO BORGES DA SILVA	EDVALDO BORGES
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	11777	GABRIELA DA COSTA SILVEIRA	GABRIELA SILVEIRA
20656	LAGOA DE DENTRO	13	VEREADOR	1,50002E+11	77111	RAQUEL FREIRE DA SILVA	RAQUEL FREIRE
21792	SÃO BENTO	13	VEREADOR	1,50002E+11	10111	FABRÍCIO BESERRA LIMA	FABRÍCIO
20230	FAGUNDES	13	VEREADOR	1,50002E+11	13789	SHEILA BORGES DA SILVA	SHEILA BORGES
22250	SOUSA	13	VEREADOR	1,50002E+11	65000	JANIO GOMES DE FREITAS	JANIO GOMES
21172	PATOS	12	VICE-PREFEITO	1,50002E+11	80	GERLÚZIA VIEIRA DE MORAIS	GERLÚZIA VIEIRA
19445	SÃO JOSÉ DE PRINCESA	13	VEREADOR	1,50002E+11	10999	ANTÔNIO DOS SANTOS	ANTONIO DE ELIAS
20370	INGÁ	13	VEREADOR	1,50002E+11	10413	MARCELO FERREIRA DO NASCIMENTO	MARCELO COZINHEIRO
19135	SÃO JOÃO DO RIO DO PEIXE	13	VEREADOR	1,50002E+11	11444	MARIA DE FÁTIMA PEREIRA SOARES	FATINHA DA EDUCAÇÃO
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	15678	PAULO AQUELINO DA CONCEIÇÃO	PAULO AQUELINO
19402	SÃO BENTINHO	13	VEREADOR	1,50002E+11	11111	KLEITON DE ALMEIDA CARREIRO	CHEIRINHO
19313	BANANEIRAS	13	VEREADOR	1,50002E+11	15444	ARLEIDE CRUZ DE MENDONÇA	ARLEIDE DE CAJAZEIRAS
19658	CABEDELO	13	VEREADOR	1,50002E+11	29120	LETÍCIA DE LIMA CAVALCANTE	LETÍCIA DE LIMA
21059	NOVA OLINDA	13	VEREADOR	1,50002E+11	55222	COSMO SEVERINO DA  SILVA	COSMO SILVA
20672	LAGOA SECA	13	VEREADOR	1,50002E+11	10888	CÉLIA VIRGINIO DOS SANTOS BONFIM	CÉLIA DAS MULHERES
20001	SANTA CECÍLIA	13	VEREADOR	1,50002E+11	40888	JADERSON INÁCIO DA SILVA	JARDSON DE JUAREZ
20478	JACARAÚ	13	VEREADOR	1,50002E+11	10122	ANTÔNIO MARCOS DO NASCIMENTO SILVA	MARCOS CONSTRUTOR
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	18222	MARCO ANTONIO SUASSUNA LIMA	MARCO SUASSUNA
20591	JURIPIRANGA	13	VEREADOR	1,50002E+11	45555	ADEMILSON CHAVES DA SILVA	ADEMILSON DE BAIACO
19933	CONDE	13	VEREADOR	1,50002E+11	12555	GILBERTO DE LIMA VASCONCELOS	PROF GILBERTO
19909	AREIA DE BARAÚNAS	13	VEREADOR	1,50002E+11	10888	ROSELI GOUVEIA RIBEIRO	ROSELI GOUVEIA
19410	BELÉM DO BREJO DO CRUZ	13	VEREADOR	1,50002E+11	40333	ELIDIO VALDIVINIO DA SILVA NETO	ELIDIO
21210	PEDRA BRANCA	12	VICE-PREFEITO	1,50002E+11	15	FRANCISCO TEOTÔNIO SOBRINHO	NETO TEOTÔNIO
21318	PILAR	13	VEREADOR	1,50002E+11	55123	LEILA REJANE DA SILVA OLIVEIRA	PROFESSORA LEILA
20052	CUITEGI	13	VEREADOR	1,50002E+11	18345	PAULO SARAIVA MENDES	PAULO SARAIVA
19372	BAYEUX	13	VEREADOR	1,50002E+11	10222	DIÊGO DE FRANÇA MEDEIROS	DIÊGO MEDEIROS
21717	SANTANA DE MANGUEIRA	11	PREFEITO	1,50002E+11	15	NERIVAL INÁCIO DE QUEIROZ	NERIVAL INÁCIO
19615	CAAPORÃ	13	VEREADOR	1,50002E+11	70666	JOSE CARLOS DA COSTA MENDONÇA	GALEGO DE CAPIM DE CHEIRO
19992	CRUZ DO ESPÍRITO SANTO	13	VEREADOR	1,50002E+11	10999	ISRAEL RODRIGUES DO NASCIMENTO	IRMÃO ISRAEL
20117	VISTA SERRANA	11	PREFEITO	1,50002E+11	27	VALDERIY GOMES DE ARAÚJO	VALDERIY
19895	CONCEIÇÃO	13	VEREADOR	1,50002E+11	40444	FRANCISCO RUBENS DE SOUSA	RUBENS TEODORICO
20133	DIAMANTE	13	VEREADOR	1,50002E+11	15123	TEREZA CRISTINA FERREIRA DE ALMEIDA	CRISTINA ENFERMEIRA
20516	JOÃO PESSOA	11	PREFEITO	1,50002E+11	20	RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR	RUY CARNEIRO
21393	PITIMBU	13	VEREADOR	1,50002E+11	40888	KLEBER DE PONTES	GUILINO PESCADOR
19240	CARAÚBAS	13	VEREADOR	1,50002E+11	10234	ALEX ERIVAN DE ARAUJO FERREIRA	ALEX DOS FRADES 
22292	TACIMA	13	VEREADOR	1,50002E+11	15555	JOSIVAN MARTINS DE MORAIS	NINA DO BRAGA
21172	PATOS	13	VEREADOR	1,50002E+11	11111	ANTONIO ARAUJO DO NASCIMENTO	TOINHO NASCIMENTO
22039	SÃO SEBASTIÃO DE LAGOA DE ROÇA	13	VEREADOR	1,50002E+11	45123	EULALIA EDUARDO BEZERRA	EULÁLIA EDUARDO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	45200	MATHEUS FRANCA COSTA DE ALMEIDA	MATHEUS FRANÇA
20419	ITAPORANGA	13	VEREADOR	1,50002E+11	40444	AGNATELMA BARBOSA MIGUEL DE SOUSA	AGNATELMA
20834	MARI	13	VEREADOR	1,50002E+11	40666	AILTON CALISTO MONTEIRO	NENEM DO ALTERNATIVO
19623	GADO BRAVO	13	VEREADOR	1,50002E+11	22111	ADERALDO SÉRGIO DE SOUZA	ADERALDO SÉRGIO
19933	CONDE	13	VEREADOR	1,50002E+11	77333	FAGNER SANTOS DE SOUSA	FAGNER MELO
19690	CACIMBA DE AREIA	13	VEREADOR	1,50002E+11	20123	VANDENILTON DA SILVA RODRIGUES	VANDENILTON
19844	APARECIDA	13	VEREADOR	1,50002E+11	11234	JUDIVAN LUCAS DE BARROS	MIUDO
19550	BORBOREMA	11	PREFEITO	1,50002E+11	15	RUBENS NELSON LEITE CARDOSO DOS SANTOS	RUBINHO
20796	MAMANGUAPE	12	VICE-PREFEITO	1,50002E+11	40	ADJAMYLTON DE MEDEIROS PEIXOTO	MILTINHO
20230	FAGUNDES	13	VEREADOR	1,50002E+11	11111	JANDUÍ BARBOSA DE ANDRADE	DR. JANDUÍ
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	55777	FRANCISCO FERREIRA DE CARVALHO	CHICO DO COMPRESSOR
19470	BOM SUCESSO	11	PREFEITO	1,50002E+11	44	MANOEL TAIRIS DUARTE	TAIRIS DUARTE
19054	ALAGOA GRANDE	13	VEREADOR	1,50002E+11	15151	KATHELLEM LAYS DE JESUS OLIVEIRA	KATHELLEM DE JESUS
20257	FREI MARTINHO	13	VEREADOR	1,50002E+11	12111	GILDEVAR ARAÚJO DOS SANTOS	DEVAR
20176	DUAS ESTRADAS	13	VEREADOR	1,50002E+11	15888	JOSINALDO FRANCISCO DA SILVA	NALDO DE CABO JOÃO
19860	SÃO FRANCISCO	13	VEREADOR	1,50002E+11	15111	LUCIEIDE FIRMINO DA SILVA	NINHA
19275	DAMIÃO	13	VEREADOR	1,50002E+11	15111	DOMÍCIO LIMA DA SILVA	DOMÍCIO DA SAÚDE
21857	SÃO JOSÉ DA LAGOA TAPADA	13	VEREADOR	1,50002E+11	10222	FRANCISCO DAS CHAGAS ALVES	PANTICOR PIPA
19046	SÃO JOSÉ DOS RAMOS	13	VEREADOR	1,50002E+11	44123	IRANILDO BENTO	DIDI
20893	MOGEIRO	13	VEREADOR	1,50002E+11	12333	EDUARDO CARDOSO FRANCO	CARDOSO MOTOS
21474	PRINCESA ISABEL	13	VEREADOR	1,50002E+11	44333	PEDRO FERRAZ DA SILVA	PEDRO FERRAZ
21431	POMBAL	13	VEREADOR	1,50002E+11	10666	MARCOS VALERIO DE SOUSA BANDEIRA	MARCOS BANDEIRA
19135	SÃO JOÃO DO RIO DO PEIXE	13	VEREADOR	1,50002E+11	40123	ANTONIO LUIZ DE SOUSA	TOINHO DO GRAVATA
21415	POCINHOS	13	VEREADOR	1,50002E+11	44888	YARA MACIEL FERREIRA	YARA MACIEL
21253	PEDRAS DE FOGO	13	VEREADOR	1,50002E+11	13321	LARA DE SOUZA PONTES	LARA DE SOUZA
20834	MARI	13	VEREADOR	1,50002E+11	22888	MARIA DAS GRAÇAS FERNANDES DA SILVA	GRACINHA DO ASSENTAMENTO
19984	MATURÉIA	13	VEREADOR	1,50002E+11	65111	MARIA JOSÉ BARRETO RODRIGUES	PROFESSORA LALITA
19658	CABEDELO	13	VEREADOR	1,50002E+11	77567	EDSON DA SILVA DIAS	EDSON DA OTICA
19399	BELÉM	13	VEREADOR	1,50002E+11	10888	RAQUEL BEZERRA ROSA DA SILVA	RAQUEL ROSA
20133	DIAMANTE	13	VEREADOR	1,50002E+11	12000	MANOEL MARROCOS PEREIRA	DETINHO MARROCOS
19216	AREIA	13	VEREADOR	1,50002E+11	45555	CICERO PEREIRA DE OLIVEIRA	BOY DA AGUA
19763	ALCANTIL	13	VEREADOR	1,50002E+11	55000	MARIA TAYNA TIBURCIO DA COSTA	TAYNÁ COSTA
20656	LAGOA DE DENTRO	13	VEREADOR	1,50002E+11	11123	MARGARIDA PACIFICO MARINHO	MAGAL
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	40000	JOSÉ FREIRE DA COSTA	ZEZINHO BOTAFOGO
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	22715	ALEANDRA MARTINS DO NASCIMENTO	ALEANDRA
20010	CUBATI	13	VEREADOR	1,50002E+11	11888	MARINEIDE MARTINS COSTA	NEIDE MARTINS
21172	PATOS	12	VICE-PREFEITO	1,50002E+11	10	JACOB SILVA SOUTO	PROF JACOB
20370	INGÁ	13	VEREADOR	1,50002E+11	22222	JACQUELINO CAMILO DE MOURA	JACQUELINO DE REDEIRO
19259	AROEIRAS	13	VEREADOR	1,50002E+11	45555	WILDER GOMES DE MENDONÇA	DIDIU
19950	CONGO	13	VEREADOR	1,50002E+11	15777	JERFESSON JOHAN SOARES DA SILVA	FAH DO RIACHAO
22233	SOLEDADE	13	VEREADOR	1,50002E+11	10123	JOSE CORREIA DE QUEIROZ NETO	NETINHO DE JOANINHA
19801	CATURITÉ	11	PREFEITO	1,50002E+11	11	ITAMILSON FRANCISCO DA SILVA	TITA DE BIU DOMINGOS
22314	TAPEROÁ	11	PREFEITO	1,50002E+11	40	JURANDI GOUVEIA FARIAS	JURANDI DO POVO 
20150	DONA INÊS	13	VEREADOR	1,50002E+11	40555	NILMA GUEDES DA SILVA	NILMA DE JOSELIO
19020	SOBRADO	13	VEREADOR	1,50002E+11	12123	MARIA DA GUIA DA SILVA	DINHA
21636	SALGADO DE SÃO FÉLIX	11	PREFEITO	1,50002E+11	11	KAMYLA MARIA DE ARAUJO ALCANTARA NEVES	KAMYLA
20699	LASTRO	13	VEREADOR	1,50002E+11	40777	VANDEILSON AUGUSTO DA SILVA	VANDECO
21750	SANTA RITA	13	VEREADOR	1,50002E+11	33777	RAUSSEANE FLOR ALVES DE OLIVEIRA	RAUSSEANE FLOR
19763	ALCANTIL	13	VEREADOR	1,50002E+11	40400	ISMAEL ROBSON DA SILVA	ROBINHO
